Gameno,Group,TeamId,Continent,Opponent,Score,Win,Ranking202306,Formation,Position,Best,PassesAttempted,PassesCompleted,PassesCompletedPct,SwitchesOfPlay,CrossesAttempted,CrossesCompleted,LineBreaksAttempted,LineBreaksCompleted,LineBreaksCompletedPct,Ballprogressins,Takeone,StepIns,AttemptsatGoal,Goals,TotalOffers,InFront,InBetween,OutToIn,IntoOut,InBehind,NoMovement,OffersReceived,TacklesMade,TacklesWon,Blocks,Interceptions,PressingDirect,PressingIndirect,DuelsWonAerial,DuelsWonPhysical,PossessionContestsWon,Clearances,LooseBallReceptions,PushingOn,PushingOnIntoPressing,PossessionRegains,PossessionInterrupted,TotalDistance_m,WalkingDistance,JoggingDistance,RunningDistance,VeryHighSpeedDistance,MaxSprintDistance,HighSpeedRunCount,TopSpeedSprintCount,TopSpeed,TeamScore,Defenders,Midfielders,Forwards,TacklesWonPct,CrossesCompletedPct
37,C,SPAIN,UEFA,JAPAN,0?€4,LOSE,6,4_3_3,FW,Substitutions,2,2,100%,0,0,0,0,0,0%,0,0,0,1,0,8,0,2,0,0,5,1,1,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,1458.9,318.3,494.1,430.4,199,16.9,36,14,26.2,0,4,3,3,0,0
37,C,SPAIN,UEFA,JAPAN,0?€4,LOSE,6,4_3_3,DF,Substitutions,40,36,90%,0,3,2,6,4,66%,2,2,0,0,0,30,11,3,0,0,5,11,12,2,1,1,0,1,8,0,0,0,1,8,7,3,1,1,5453.5,1854.7,2024.3,1165.4,242.7,165.8,115,22,30.4,0,4,3,3,50,66.66666667
37,C,SPAIN,UEFA,JAPAN,0?€4,LOSE,6,4_3_3,GK,Substitutions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0
37,C,SPAIN,UEFA,JAPAN,0?€4,LOSE,6,4_3_3,DF,Substitutions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0
37,C,SPAIN,UEFA,JAPAN,0?€4,LOSE,6,4_3_3,FW,Substitutions,14,10,71%,0,1,0,2,0,0%,0,0,0,0,0,24,4,6,1,0,5,8,5,1,0,0,0,2,3,0,0,0,0,3,6,2,0,0,3537.2,1113.2,1371,760.9,165.9,125.9,61,16,29.1,0,4,3,3,0,0
37,C,SPAIN,UEFA,JAPAN,0?€4,LOSE,6,4_3_3,MF,Substitutions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0
37,C,SPAIN,UEFA,JAPAN,0?€4,LOSE,6,4_3_3,FW,Substitutions,4,2,50%,0,0,0,0,0,0%,0,0,0,0,0,30,0,12,0,2,13,3,3,0,0,0,0,1,5,1,0,1,0,2,5,2,1,0,3564.9,963.2,1588.9,862,94.8,56.3,71,12,28.1,0,4,3,3,0,0
37,C,SPAIN,UEFA,JAPAN,0?€4,LOSE,6,4_3_3,MF,Substitutions,25,18,72%,0,2,0,5,2,40%,0,0,0,0,0,22,14,1,0,0,0,7,8,0,0,1,1,2,9,0,0,0,0,1,2,2,1,1,2609.6,667.3,1207.2,611.7,123.7,0,42,6,25.1,0,4,3,3,0,0
37,C,SPAIN,UEFA,JAPAN,0?€4,LOSE,6,4_3_3,FW,Substitutions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0
37,C,SPAIN,UEFA,JAPAN,0?€4,LOSE,6,4_3_3,GK,Substitutions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0
20,C,SPAIN,UEFA,ZAMBIA,5?€0,WIN,6,4_3_3,GK,STARTING,27,27,100%,0,0,0,1,1,100%,0,0,0,0,0,6,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,4491.4,3541,766.2,163.9,20.2,0,19,2,21,5,4,3,3,0,0
20,C,SPAIN,UEFA,ZAMBIA,5?€0,WIN,6,4_3_3,DF,STARTING,38,37,97%,0,2,1,11,11,100%,1,1,0,0,0,19,8,0,0,0,8,3,7,3,1,2,1,3,4,0,0,1,2,8,4,2,2,2,5824.4,1579,2341.4,1299.4,397.2,207.3,121,33,31.2,5,4,3,3,33.33333333,50
20,C,SPAIN,UEFA,ZAMBIA,5?€0,WIN,6,4_3_3,MF,STARTING,106,96,91%,3,5,1,23,17,73%,1,0,1,2,1,153,108,32,0,2,1,10,53,3,1,2,1,6,10,7,1,8,8,16,21,4,9,9,12256.6,3125.4,5707.9,2794.5,498.8,128.7,208,34,30.8,5,4,3,3,33.33333333,20
20,C,SPAIN,UEFA,ZAMBIA,5?€0,WIN,6,4_3_3,DF,STARTING,72,68,94%,0,0,0,17,14,82%,0,0,0,1,0,38,7,0,0,0,0,31,21,4,1,2,0,5,2,1,0,1,9,9,4,1,5,5,10581.4,3300.4,3688.7,2518.4,644.4,429.6,208,52,30.5,5,4,3,3,25,0
20,C,SPAIN,UEFA,ZAMBIA,5?€0,WIN,6,4_3_3,DF,STARTING,66,61,92%,3,0,0,20,18,90%,5,0,5,0,0,9,2,0,0,0,0,7,4,0,0,4,1,5,2,0,0,0,9,6,8,1,4,7,9981.8,3368.8,3597.4,2285.8,573,156.7,193,41,31,5,4,3,3,0,0
20,C,SPAIN,UEFA,ZAMBIA,5?€0,WIN,6,4_3_3,MF,STARTING,39,34,87%,0,1,0,7,6,85%,1,0,1,3,0,78,17,26,5,5,20,5,25,1,0,2,0,4,6,1,0,1,0,7,10,4,0,3,7981.6,2298.7,3030.6,2171.8,389.5,90.2,158,36,28.9,5,4,3,3,0,0
20,C,SPAIN,UEFA,ZAMBIA,5?€0,WIN,6,4_3_3,MF,STARTING,81,74,91%,0,3,1,21,18,85%,2,2,0,1,0,101,30,14,12,4,24,17,44,5,2,2,0,11,10,1,0,1,1,7,17,11,2,2,9928.9,3148.5,3562.5,2445.5,598.7,173.8,214,52,28.4,5,4,3,3,40,33.33333333
20,C,SPAIN,UEFA,ZAMBIA,5?€0,WIN,6,4_3_3,FW,STARTING,71,65,92%,0,1,0,18,15,83%,3,2,1,5,2,76,25,20,0,9,14,8,22,4,1,3,0,6,24,1,0,1,1,9,16,5,3,3,11741,3808.8,4300.7,3050.3,483.7,97.4,249,43,27.4,5,4,3,3,25,0
20,C,SPAIN,UEFA,ZAMBIA,5?€0,WIN,6,4_3_3,MF,STARTING,43,37,86%,0,3,1,14,10,71%,2,1,1,1,0,31,10,12,0,0,8,1,14,1,0,3,1,1,8,1,0,2,0,7,2,1,3,2,5614.9,1635.1,2614.9,1151.1,213.4,0,93,19,24.2,5,4,3,3,0,33.33333333
20,C,SPAIN,UEFA,ZAMBIA,5?€0,WIN,6,4_3_3,FW,STARTING,25,19,76%,1,1,0,4,2,50%,8,7,1,1,0,26,1,1,3,0,17,4,7,3,1,2,1,4,9,1,0,1,0,7,8,2,2,1,5754.5,1838.6,2279.4,1116.4,394.8,124.9,101,38,28.7,5,4,3,3,33.33333333,0
20,C,SPAIN,UEFA,ZAMBIA,5?€0,WIN,6,4_3_3,DF,STARTING,72,65,90%,0,6,3,17,14,82%,2,1,1,1,0,44,7,2,1,2,16,16,16,5,2,5,1,7,6,2,0,2,8,7,8,4,5,10,11515.5,3401.7,4167.5,3025.1,600,321.3,246,53,30.1,5,4,3,3,40,50
20,C,SPAIN,UEFA,ZAMBIA,5?€0,WIN,6,4_3_3,MF,Substitutions,29,27,93%,0,3,2,6,5,83%,0,0,0,2,0,35,11,12,3,1,4,4,13,2,0,2,0,2,4,0,0,1,2,2,6,1,1,4,4708.9,1167.8,1759.7,1303.9,300.4,177.1,110,23,27.4,5,4,3,3,0,66.66666667
20,C,SPAIN,UEFA,ZAMBIA,5?€0,WIN,6,4_3_3,FW,Substitutions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,3,0,0
20,C,SPAIN,UEFA,ZAMBIA,5?€0,WIN,6,4_3_3,FW,Substitutions,42,38,90%,1,2,1,16,14,87%,3,1,2,0,0,11,1,1,0,0,4,5,5,5,1,1,1,3,3,0,0,1,3,6,1,0,4,7,5772.8,1787.2,2186.1,1309.8,351,139.1,113,29,28.8,5,4,3,3,20,50
20,C,SPAIN,UEFA,ZAMBIA,5?€0,WIN,6,4_3_3,GK,Substitutions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,3,0,0
20,C,SPAIN,UEFA,ZAMBIA,5?€0,WIN,6,4_3_3,DF,Substitutions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,3,0,0
20,C,SPAIN,UEFA,ZAMBIA,5?€0,WIN,6,4_3_3,FW,Substitutions,27,20,74%,0,7,3,7,5,71%,0,0,0,1,0,49,3,4,1,2,27,12,19,0,1,0,3,7,0,0,0,0,4,13,6,0,0,0,5974.3,2038.4,2123.9,1165.6,324.4,322,100,33,31,5,4,3,3,0,42.85714286
20,C,SPAIN,UEFA,ZAMBIA,5?€0,WIN,6,4_3_3,MF,Substitutions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,3,0,0
20,C,SPAIN,UEFA,ZAMBIA,5?€0,WIN,6,4_3_3,FW,Substitutions,7,5,71%,0,3,1,1,1,100%,2,2,0,4,2,32,3,5,1,1,20,2,10,0,0,2,0,1,9,1,1,2,0,3,6,3,3,1,5689.9,1842.4,1977.8,1274,425,170.7,109,34,27.6,5,4,3,3,0,33.33333333
20,C,SPAIN,UEFA,ZAMBIA,5?€0,WIN,6,4_3_3,DF,Substitutions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,3,0,0
20,C,SPAIN,UEFA,ZAMBIA,5?€0,WIN,6,4_3_3,MF,Substitutions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,3,0,0
20,C,SPAIN,UEFA,ZAMBIA,5?€0,WIN,6,4_3_3,FW,Substitutions,3,1,33%,0,0,0,1,0,0%,2,1,1,0,0,9,0,0,0,1,6,2,0,1,0,0,0,1,6,0,0,0,0,3,5,3,0,0,1370.9,388.7,455.8,304.1,140.8,81.7,29,11,29.7,5,4,3,3,0,0
20,C,SPAIN,UEFA,ZAMBIA,5?€0,WIN,6,4_3_3,GK,Substitutions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,3,0,0
38,C,ZAMBIA,CAF,COSTARICA,3?€1,WIN,77,4_1_4_1,GK,STARTING,21,18,0.86,0,0,0,5,2,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,8,0,3760.5,3028,488.1,174.1,69.9,0,20,8,26.9,3,4,5,1,0,0
38,C,ZAMBIA,CAF,COSTARICA,3?€1,WIN,77,4_1_4_1,DF,STARTING,33,18,0.55,0,0,0,22,8,0.36,0,0,0,1,1,4,0,0,0,0,0,4,3,0,0,4,0,2,2,3,0,3,10,5,4,1,4,8,8483.2,3130.3,3512.9,1472.7,288.4,78.9,127,27,29.3,3,4,5,1,0,0
38,C,ZAMBIA,CAF,COSTARICA,3?€1,WIN,77,4_1_4_1,MF,STARTING,23,18,0.78,0,4,0,6,3,0.5,0,0,0,1,0,23,13,9,0,0,0,1,4,2,0,1,0,6,24,1,0,1,4,9,29,9,3,4,10298.7,2976.3,4569.6,2520.1,223.5,8.2,189,17,24.6,3,4,5,1,0,0
38,C,ZAMBIA,CAF,COSTARICA,3?€1,WIN,77,4_1_4_1,DF,STARTING,46,25,0.54,0,2,0,26,14,0.53,1,0,1,0,0,17,8,1,0,0,0,8,8,3,0,4,6,2,7,4,0,5,6,11,8,5,12,7,8865.7,3489.5,2815.7,1773.1,474.3,313,160,48,30.4,3,4,5,1,0,0
38,C,ZAMBIA,CAF,COSTARICA,3?€1,WIN,77,4_1_4_1,FW,STARTING,15,12,0.8,0,6,1,9,6,0.66,9,3,6,5,1,21,1,5,1,0,14,0,5,3,1,1,0,4,26,1,0,1,0,7,17,8,2,0,9948.4,3747.6,2842.3,1908.1,777,673.5,171,73,32.6,3,4,5,1,33.33333333,16.66666667
38,C,ZAMBIA,CAF,COSTARICA,3?€1,WIN,77,4_1_4_1,MF,STARTING,19,12,0.63,0,1,1,5,3,0.6,1,0,1,0,0,58,8,38,2,2,2,6,11,6,1,3,0,9,19,1,0,1,0,4,49,10,3,4,8191.6,2160.1,3196.4,2231.4,544.7,59,175,38,27.8,3,4,5,1,16.66666667,100
38,C,ZAMBIA,CAF,COSTARICA,3?€1,WIN,77,4_1_4_1,DF,STARTING,41,26,0.63,0,0,0,16,11,0.68,2,1,1,1,0,12,0,0,1,1,0,10,11,5,2,5,1,5,11,0,0,0,10,8,12,4,7,9,8969.8,3299.1,3554.7,1502.4,480.8,132.8,141,37,27,3,4,5,1,40,0
38,C,ZAMBIA,CAF,COSTARICA,3?€1,WIN,77,4_1_4_1,DF,STARTING,18,14,0.78,0,0,0,8,5,0.62,0,0,0,0,0,2,0,0,0,0,0,2,1,1,0,3,0,1,2,0,0,0,4,4,3,0,5,2,8221.3,3330.5,3410.2,1225,194,60.8,126,13,27.5,3,4,5,1,0,0
38,C,ZAMBIA,CAF,COSTARICA,3?€1,WIN,77,4_1_4_1,FW,STARTING,23,16,0.7,1,1,0,17,12,0.7,8,6,2,5,1,17,1,3,1,2,6,4,7,7,1,6,0,14,24,1,0,1,1,13,15,11,4,5,11467.4,3558.3,4245.2,2435.7,743.1,483.9,196,66,31,3,4,5,1,14.28571429,0
38,C,ZAMBIA,CAF,COSTARICA,3?€1,WIN,77,4_1_4_1,MF,STARTING,11,5,0.45,0,0,0,5,1,0.2,0,0,0,2,0,14,1,9,2,1,1,0,3,8,2,2,0,10,20,1,0,4,2,6,23,8,3,3,10526.7,3437,3560.1,2846.4,605.3,77.9,210,54,27.4,3,4,5,1,25,0
38,C,ZAMBIA,CAF,COSTARICA,3?€1,WIN,77,4_1_4_1,FW,STARTING,17,10,0.59,0,3,2,5,3,0.6,3,0,3,1,0,14,4,1,0,0,2,7,2,4,2,1,0,5,24,0,0,0,3,5,26,11,2,3,9066.6,2626.6,3651.1,2167.8,478.7,142.3,161,40,28.2,3,4,5,1,50,66.66666667
38,C,ZAMBIA,CAF,COSTARICA,3?€1,WIN,77,4_1_4_1,DF,Substitutions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,1,0,0
38,C,ZAMBIA,CAF,COSTARICA,3?€1,WIN,77,4_1_4_1,DF,Substitutions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,1,0,0
38,C,ZAMBIA,CAF,COSTARICA,3?€1,WIN,77,4_1_4_1,MF,Substitutions,6,6,1,1,0,0,2,2,1,0,0,0,0,0,12,5,4,2,0,0,1,1,0,0,1,0,1,5,0,0,0,4,3,16,3,3,1,3143.9,1004.5,1098.5,852.3,136.8,51.9,66,11,25.9,3,4,5,1,0,0
38,C,ZAMBIA,CAF,COSTARICA,3?€1,WIN,77,4_1_4_1,FW,Substitutions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,1,0,0
38,C,ZAMBIA,CAF,COSTARICA,3?€1,WIN,77,4_1_4_1,FW,Substitutions,3,2,0.67,0,0,0,0,0,0,1,1,0,0,0,4,1,1,1,0,0,1,3,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,429.2,120,130.9,160.4,17.9,0,12,2,26.3,3,4,5,1,0,0
38,C,ZAMBIA,CAF,COSTARICA,3?€1,WIN,77,4_1_4_1,MF,Substitutions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,1,0,0
38,C,ZAMBIA,CAF,COSTARICA,3?€1,WIN,77,4_1_4_1,MF,Substitutions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,1,0,0
38,C,ZAMBIA,CAF,COSTARICA,3?€1,WIN,77,4_1_4_1,GK,Substitutions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,1,0,0
38,C,ZAMBIA,CAF,COSTARICA,3?€1,WIN,77,4_1_4_1,GK,Substitutions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,1,0,0
38,C,ZAMBIA,CAF,COSTARICA,3?€1,WIN,77,4_1_4_1,FW,Substitutions,7,5,0.71,0,1,0,2,2,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,4,4,1,0,0,2126.5,545.9,798.1,615.4,144,23.2,46,10,26,3,4,5,1,0,0
38,C,ZAMBIA,CAF,COSTARICA,3?€1,WIN,77,4_1_4_1,DF,Substitutions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,1,0,0
38,C,ZAMBIA,CAF,COSTARICA,3?€1,WIN,77,4_1_4_1,DF,Substitutions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,1,0,0
6,C,ZAMBIA,CAF,JAPAN,0?€5,LOSE,77,4_1_4_1,GK,STARTING,40,31,78%,0,0,0,6,1,16%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,10,0,4885,3733.1,761.6,333.6,40.5,16.1,41,7,26.2,0,4,5,1,0,0
6,C,ZAMBIA,CAF,JAPAN,0?€5,LOSE,77,4_1_4_1,DF,STARTING,40,23,58%,0,0,0,17,5,29%,1,0,1,0,0,6,0,0,0,0,0,6,5,2,1,1,1,1,4,2,0,2,7,5,4,2,4,6,8091.4,2746.2,3233.3,1414.4,552.6,144,136,42,29.6,0,4,5,1,50,0
6,C,ZAMBIA,CAF,JAPAN,0?€5,LOSE,77,4_1_4_1,MF,STARTING,43,33,77%,0,1,0,10,4,40%,2,0,2,0,0,31,18,2,0,0,0,11,12,7,0,5,2,8,15,1,0,1,4,6,25,6,8,2,11273.6,3181.4,5110.3,2445.2,500.5,37.2,216,35,26.5,0,4,5,1,0,0
6,C,ZAMBIA,CAF,JAPAN,0?€5,LOSE,77,4_1_4_1,DF,STARTING,66,50,76%,0,1,0,21,15,71%,1,0,1,0,0,28,12,2,1,0,0,13,13,2,0,3,2,2,17,0,0,0,5,15,20,9,4,4,10518.1,3451,3828.6,2185.7,676.3,375.5,202,68,32,0,4,5,1,0,0
6,C,ZAMBIA,CAF,JAPAN,0?€5,LOSE,77,4_1_4_1,FW,STARTING,15,6,40%,0,0,0,4,0,0%,4,4,0,0,0,22,2,7,1,1,10,1,2,1,0,3,0,2,65,2,1,8,0,4,70,47,1,2,11086.6,3921.3,3073.2,2722.9,671.8,698.5,214,75,32.3,0,4,5,1,0,0
6,C,ZAMBIA,CAF,JAPAN,0?€5,LOSE,77,4_1_4_1,MF,STARTING,66,48,73%,0,0,0,12,5,41%,3,2,1,0,0,67,46,15,1,3,0,2,27,3,0,2,0,5,26,0,0,1,5,16,32,7,1,8,13050.3,2863.2,5777.4,3878.6,475,57.4,285,40,25.8,0,4,5,1,0,0
6,C,ZAMBIA,CAF,JAPAN,0?€5,LOSE,77,4_1_4_1,DF,STARTING,62,46,74%,0,0,0,25,14,56%,0,0,0,0,0,11,6,0,0,0,0,5,7,2,1,5,1,2,11,0,0,0,6,10,14,6,6,4,10573.7,3493.6,4472.7,1817.6,618.6,171.3,174,56,29.5,0,4,5,1,50,0
6,C,ZAMBIA,CAF,JAPAN,0?€5,LOSE,77,4_1_4_1,MF,STARTING,21,14,67%,0,0,0,5,2,40%,0,0,0,0,0,19,10,7,0,0,0,2,3,0,0,1,0,1,19,2,0,2,2,9,23,7,3,1,9900.3,2021.6,4500.7,2867.1,496,13.9,219,33,26.5,0,4,5,1,0,0
6,C,ZAMBIA,CAF,JAPAN,0?€5,LOSE,77,4_1_4_1,DF,STARTING,43,30,70%,0,0,0,9,1,11%,0,0,0,0,0,17,2,0,0,0,0,15,8,1,0,5,0,0,12,0,0,0,8,2,2,1,3,7,10023.3,3323.7,4365.1,1698.9,432,203.5,176,41,31.6,0,4,5,1,0,0
6,C,ZAMBIA,CAF,JAPAN,0?€5,LOSE,77,4_1_4_1,FW,STARTING,27,15,56%,2,0,0,9,3,33%,6,3,3,0,0,19,5,3,2,1,3,5,9,7,2,7,2,10,44,1,0,1,1,9,31,25,6,9,11795.3,4198,4290,2330.8,665.3,310.2,185,62,33.1,0,4,5,1,28.57142857,0
6,C,ZAMBIA,CAF,JAPAN,0?€5,LOSE,77,4_1_4_1,FW,STARTING,14,10,71%,0,1,0,4,4,100%,1,1,0,0,0,22,8,0,1,1,4,8,7,3,1,0,0,4,15,1,0,2,0,5,12,8,2,1,8929.2,2638.6,3619.9,2088.5,433.1,149.1,164,38,30,0,4,5,1,33.33333333,0
6,C,ZAMBIA,CAF,JAPAN,0?€5,LOSE,77,4_1_4_1,DF,Substitutions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,1,0,0
6,C,ZAMBIA,CAF,JAPAN,0?€5,LOSE,77,4_1_4_1,DF,Substitutions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,1,0,0
6,C,ZAMBIA,CAF,JAPAN,0?€5,LOSE,77,4_1_4_1,MF,Substitutions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,1,0,0
6,C,ZAMBIA,CAF,JAPAN,0?€5,LOSE,77,4_1_4_1,FW,Substitutions,3,2,67%,0,0,0,1,1,100%,1,1,0,0,0,2,0,2,0,0,0,0,0,1,0,0,0,1,7,0,0,0,1,1,5,4,1,0,3180.9,906.2,1364.9,724,175,10.8,70,19,24.1,0,4,5,1,0,0
6,C,ZAMBIA,CAF,JAPAN,0?€5,LOSE,77,4_1_4_1,FW,Substitutions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,1,0,0
6,C,ZAMBIA,CAF,JAPAN,0?€5,LOSE,77,4_1_4_1,MF,Substitutions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,1,0,0
6,C,ZAMBIA,CAF,JAPAN,0?€5,LOSE,77,4_1_4_1,GK,Substitutions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,1,0,0
6,C,ZAMBIA,CAF,JAPAN,0?€5,LOSE,77,4_1_4_1,GK,Substitutions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.6,60.6,14.6,51.4,0,0,0,0,18.6,0,4,5,1,0,0
6,C,ZAMBIA,CAF,JAPAN,0?€5,LOSE,77,4_1_4_1,FW,Substitutions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,1,0,0
6,C,ZAMBIA,CAF,JAPAN,0?€5,LOSE,77,4_1_4_1,MF,Substitutions,4,3,75%,0,1,1,0,0,0%,0,0,0,0,0,11,4,0,0,0,1,6,6,2,0,0,0,3,12,0,0,0,0,0,6,4,0,0,3066.8,859.3,1285,762.4,127.9,31.9,58,9,26.2,0,4,5,1,0,100
6,C,ZAMBIA,CAF,JAPAN,0?€5,LOSE,77,4_1_4_1,DF,Substitutions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,1,0,0
6,C,ZAMBIA,CAF,JAPAN,0?€5,LOSE,77,4_1_4_1,DF,Substitutions,11,9,82%,0,0,0,2,1,50%,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,3,1,0,0,1591.3,564,692.6,194.6,109.2,31,27,9,26.8,0,4,5,1,0,0
20,C,ZAMBIA,CAF,SPAIN,0?€5,LOSE,77,4_2_3_1,DF,STARTING,22,6,27%,0,0,0,10,1,10%,0,0,0,0,0,10,2,0,0,0,0,8,6,2,2,2,1,4,5,1,0,2,13,9,10,2,7,9,7455.5,2503.6,3081.4,1424.8,334.8,110.3,120,31,29.5,0,4,5,1,100,0
20,C,ZAMBIA,CAF,SPAIN,0?€5,LOSE,77,4_2_3_1,MF,STARTING,4,3,75%,0,0,0,1,1,100%,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,2,4,0,0,0,1,3,10,2,0,2,3280.9,916.7,1442.6,815.3,101.7,4.6,68,8,25.4,0,4,5,1,0,0
